,channel,strength
210,210,0.00059817376
186,186,0.0005907412
471,471,0.0005869326
140,140,0.00058600784
94,94,0.000580931
81,81,0.000580287
270,270,0.0005789991
417,417,0.0005783043
196,196,0.0005754427
46,46,0.00057365885
464,464,0.00056969275
104,104,0.00056765747
171,171,0.00056728435
487,487,0.0005661972
220,220,0.00056612946
68,68,0.00056457426
33,33,0.0005640128
72,72,0.0005622605
229,229,0.00055803073
41,41,0.0005567271
148,148,0.0005566318
455,455,0.00055565406
349,349,0.00055537344
442,442,0.00055352686
162,162,0.0005533156
191,191,0.00054769375
202,202,0.0005464838
226,226,0.0005416205
466,466,0.00054103765
192,192,0.0005383168
479,479,0.00052559533
143,143,0.00052148907
199,199,0.0005204556
281,281,0.00051968545
410,410,0.0005187148
403,403,0.0005185161
38,38,0.00051575975
429,429,0.00051309256
381,381,0.0005028584
363,363,0.00050276244
26,26,0.0004997491
502,502,0.0004992033
208,208,0.000498523
109,109,0.0004985198
179,179,0.000497237
433,433,0.00049502135
190,190,0.0004945647
223,223,0.00049233536
50,50,0.00048974034
97,97,0.00048946124
37,37,0.0004884755
85,85,0.00048751346
6,6,0.00048617192
351,351,0.0004857896
212,212,0.00048565448
259,259,0.00048205393
294,294,0.00048184753
118,118,0.00048155375
117,117,0.00047967743
428,428,0.0004783297
110,110,0.0004755637
90,90,0.00047256536
55,55,0.00047060288
233,233,0.0004681879
264,264,0.00046594813
240,240,0.00046441547
310,310,0.00046434483
238,238,0.00046259057
145,145,0.00046210623
22,22,0.00046033954
395,395,0.00045831574
397,397,0.00045133353
18,18,0.00044636318
129,129,0.0004431245
241,241,0.0004430129
465,465,0.00044261583
63,63,0.00044257144
418,418,0.00044039512
507,507,0.00043912584
358,358,0.0004376243
365,365,0.00043710147
242,242,0.00043396762
411,411,0.00043118192
338,338,0.0004302841
122,122,0.00042847547
235,235,0.00042753594
476,476,0.0004272296
3,3,0.00042361638
176,176,0.00041432443
407,407,0.00041412332
391,391,0.00041366852
1,1,0.00041138142
73,73,0.0004112309
493,493,0.00041061096
421,421,0.000409816
459,459,0.00040876624
14,14,0.00040792229
284,284,0.00040753878
61,61,0.0004073927
293,293,0.00040734603
275,275,0.00040710357
494,494,0.0004049803
180,180,0.00040350194
301,301,0.00040267198
198,198,0.00040212894
193,193,0.00040090212
280,280,0.0004008506
396,396,0.00040081202
5,5,0.0004002457
76,76,0.00040004638
350,350,0.00039750861
283,283,0.0003969664
344,344,0.0003949259
230,230,0.00039482582
149,149,0.0003945113
244,244,0.00039450615
357,357,0.00039388
491,491,0.00039187729
45,45,0.00038878893
298,298,0.00038755446
56,56,0.00038721022
503,503,0.00038716424
217,217,0.0003867056
159,159,0.00038530145
468,468,0.00038489333
427,427,0.0003842091
291,291,0.00038256386
500,500,0.0003809668
290,290,0.00038067088
460,460,0.00038007705
331,331,0.00037731865
211,211,0.00037723288
440,440,0.00037687554
74,74,0.00037646503
119,119,0.0003755539
133,133,0.00037539483
353,353,0.00037147343
321,321,0.00037131374
32,32,0.0003699305
16,16,0.0003695323
71,71,0.00036733068
483,483,0.0003673293
131,131,0.00036619935
404,404,0.00036550473
218,218,0.00036407504
424,424,0.00036398123
23,23,0.00036384634
65,65,0.0003628074
111,111,0.00036226492
260,260,0.00036025967
258,258,0.0003602185
112,112,0.00035953286
492,492,0.00035905885
167,167,0.00035840494
399,399,0.00035528265
376,376,0.00035397
326,326,0.00035366518
481,481,0.00035335837
79,79,0.00035233115
101,101,0.00035053334
276,276,0.00034943986
296,296,0.00034848423
152,152,0.00034692476
10,10,0.00034476537
489,489,0.00034423766
438,438,0.0003438288
120,120,0.0003430017
239,239,0.00034234222
317,317,0.00034196727
347,347,0.00034175767
206,206,0.0003414347
84,84,0.00034051857
490,490,0.0003404467
107,107,0.0003396762
495,495,0.00033961574
333,333,0.00033911737
446,446,0.000338417
254,254,0.00033728743
386,386,0.00033677832
250,250,0.00033664028
306,306,0.0003353818
246,246,0.0003352706
372,372,0.00033452015
169,169,0.00033249875
451,451,0.0003304912
173,173,0.0003292484
302,302,0.00032853018
151,151,0.0003258597
263,263,0.0003249236
274,274,0.00032480215
156,156,0.00032411155
307,307,0.00032296553
88,88,0.00032126167
39,39,0.0003210367
91,91,0.00032037924
413,413,0.00032021984
232,232,0.0003186513
366,366,0.00031673085
480,480,0.00031612715
44,44,0.00031571824
462,462,0.00031546177
380,380,0.0003152556
83,83,0.00031272677
132,132,0.0003114493
209,209,0.00030984185
48,48,0.00030914877
382,382,0.00030887048
195,195,0.00030860244
154,154,0.00030410106
166,166,0.0003024194
245,245,0.00030229168
262,262,0.00030191787
237,237,0.0002995339
443,443,0.0002943032
467,467,0.00029363343
121,121,0.00029333794
416,416,0.00029272414
160,160,0.00029269484
4,4,0.00029229806
92,92,0.00029168854
77,77,0.00028903817
400,400,0.0002876192
278,278,0.00028760926
474,474,0.00028757288
402,402,0.00028493986
506,506,0.0002847649
234,234,0.00028450877
277,277,0.00028409314
447,447,0.0002835903
342,342,0.00028351165
285,285,0.00028341086
345,345,0.00028339337
348,348,0.0002823747
300,300,0.00028156798
383,383,0.00028049652
231,231,0.0002790845
203,203,0.00027895247
355,355,0.00027876275
204,204,0.00027841472
216,216,0.0002779351
508,508,0.00027720784
282,282,0.00027655836
297,297,0.00027502645
292,292,0.00027430354
327,327,0.0002727945
100,100,0.000269865
95,95,0.0002694548
187,187,0.0002689126
408,408,0.0002658863
477,477,0.00026576317
384,384,0.0002645117
54,54,0.00026404977
374,374,0.00026287523
420,420,0.00026245107
509,509,0.00026231605
28,28,0.00026166256
449,449,0.0002611203
336,336,0.0002604421
178,178,0.00026030626
299,299,0.00025961167
103,103,0.00025886018
388,388,0.00025811547
271,271,0.00025790904
207,207,0.00025755883
248,248,0.00025613784
249,249,0.00025567278
138,138,0.00025559164
78,78,0.00025549062
269,269,0.00025442135
273,273,0.00025399768
286,286,0.00025389006
12,12,0.0002534591
478,478,0.00025331602
452,452,0.00025299162
27,27,0.0002521485
82,82,0.00025113745
295,295,0.0002508786
201,201,0.0002506164
409,409,0.00025036978
359,359,0.00024992102
394,394,0.00024895562
330,330,0.00024881997
501,501,0.0002484243
64,64,0.00024702528
52,52,0.00024523196
106,106,0.00024233114
175,175,0.00024187689
135,135,0.00024020251
419,419,0.00023802932
139,139,0.00023566972
25,25,0.00023424833
312,312,0.00023372385
469,469,0.00023334593
7,7,0.00023190145
158,158,0.00023087433
60,60,0.00023052357
441,441,0.00022939079
165,165,0.00022774191
59,59,0.00022733606
147,147,0.00022624452
62,62,0.00022606985
144,144,0.00022451063
370,370,0.00022431195
21,21,0.0002239656
369,369,0.00022302035
314,314,0.00022240904
377,377,0.00022210156
406,406,0.00022187224
255,255,0.00022102552
356,356,0.00022071223
472,472,0.00021941346
484,484,0.00021900832
289,289,0.0002186439
137,137,0.00021708063
17,17,0.00021706238
51,51,0.00021587432
174,174,0.0002145808
124,124,0.00021406145
253,253,0.00021273737
251,251,0.00021224513
485,485,0.00021198599
214,214,0.00021052467
227,227,0.00020948028
126,126,0.00020917962
362,362,0.00020837369
473,473,0.00020753275
311,311,0.00020720006
346,346,0.00020569382
243,243,0.00020554132
439,439,0.00020543092
177,177,0.00020462318
86,86,0.00020450725
43,43,0.00020431104
354,354,0.0002021195
323,323,0.00020008704
378,378,0.00019674652
153,153,0.00019593372
324,324,0.00019575354
194,194,0.0001956694
360,360,0.00019427242
188,188,0.0001923151
265,265,0.00019114434
431,431,0.00019109932
219,219,0.0001904252
315,315,0.00019023697
224,224,0.00018825711
412,412,0.0001871387
89,89,0.00018677485
268,268,0.0001852995
257,257,0.00018430859
392,392,0.0001833855
35,35,0.00018329639
20,20,0.00018285586
222,222,0.00018160306
141,141,0.00018157126
398,398,0.00018143529
461,461,0.0001811381
29,29,0.00018102965
318,318,0.00017966877
448,448,0.00017874948
58,58,0.00017864846
329,329,0.00017672384
401,401,0.0001746514
183,183,0.00017442314
142,142,0.00017366462
498,498,0.00017296121
0,0,0.00017286446
504,504,0.00017194722
444,444,0.00017125413
155,155,0.00016847586
87,87,0.00016776803
96,96,0.00016757102
99,99,0.00016714378
340,340,0.00016512058
505,505,0.00016355969
266,266,0.00016327428
49,49,0.00016297943
221,221,0.00016184167
15,15,0.00016183533
303,303,0.00016075459
113,113,0.00016014857
130,130,0.00015612668
215,215,0.00015609166
228,228,0.0001551064
305,305,0.00015308998
335,335,0.00015264843
40,40,0.00015258256
66,66,0.00015006233
200,200,0.00015001767
387,387,0.00014855604
252,252,0.00014628381
164,164,0.00014496325
136,136,0.00014322113
445,445,0.00014278234
123,123,0.00014132661
236,236,0.00013684056
31,31,0.00013596549
34,34,0.00013567152
334,334,0.00013561502
337,337,0.00013048301
70,70,0.00012578799
510,510,0.00012369145
47,47,0.00012088309
13,13,0.00011961328
163,163,0.00010987895
30,30,9.594474e-05
