,channel,strength
13,13,0.00046736852
379,379,0.00046703266
178,178,0.0004656918
202,202,0.0004656007
341,341,0.00046170983
456,456,0.0004603486
462,462,0.0004575785
67,67,0.00045551857
138,138,0.00045521912
459,459,0.00045479517
358,358,0.000450105
77,77,0.00044913465
146,146,0.00044637956
66,66,0.0004448067
98,98,0.00044425039
442,442,0.00044048973
0,0,0.00044048866
216,216,0.0004404604
18,18,0.0004400146
54,54,0.00043942602
20,20,0.00043839475
508,508,0.0004379366
285,285,0.0004373548
195,195,0.00043511056
155,155,0.00043351707
444,444,0.0004311831
257,257,0.00043021288
287,287,0.00042994966
449,449,0.0004278185
280,280,0.00042747098
255,255,0.000425165
56,56,0.00042424107
404,404,0.0004226035
488,488,0.00042232242
356,356,0.00042173947
244,244,0.0004209792
432,432,0.0004125784
214,214,0.0004114269
393,393,0.0004107277
270,270,0.00041058182
111,111,0.0004104286
324,324,0.00040866464
61,61,0.00040655467
366,366,0.00040608697
147,147,0.00040604445
311,311,0.00040550664
500,500,0.00040497814
211,211,0.00040463882
112,112,0.00040117715
100,100,0.00040099313
234,234,0.00040040378
132,132,0.00039979443
478,478,0.0003981258
221,221,0.0003965061
368,368,0.0003960585
336,336,0.00039551125
339,339,0.00039536165
19,19,0.0003951851
71,71,0.00039469448
490,490,0.00039201186
253,253,0.0003899332
332,332,0.00038865488
447,447,0.00038850866
223,223,0.0003865917
12,12,0.00038631624
256,256,0.00038542095
303,303,0.00038529842
335,335,0.0003850341
125,125,0.00038496146
52,52,0.00038445802
465,465,0.00037988674
14,14,0.00037270828
445,445,0.0003714122
51,51,0.0003710708
183,183,0.00036938934
435,435,0.00036892455
76,76,0.0003672379
203,203,0.0003666505
74,74,0.00036636737
464,464,0.00036338985
28,28,0.00036282517
376,376,0.00036232817
389,389,0.00036217785
394,394,0.00036191306
30,30,0.00036106672
327,327,0.000358803
73,73,0.0003566918
343,343,0.00035621642
384,384,0.0003560467
440,440,0.00035523146
251,251,0.00035423675
260,260,0.00035293537
265,265,0.00035225553
387,387,0.0003514995
298,298,0.00034635572
306,306,0.00034440306
110,110,0.00034401406
254,254,0.0003433519
505,505,0.00034252735
60,60,0.00034171442
302,302,0.000340328
171,171,0.00033906853
38,38,0.0003379222
59,59,0.00033599927
353,353,0.00033367483
317,317,0.0003322806
337,337,0.0003305284
135,135,0.0003302332
423,423,0.0003287331
310,310,0.00032717254
503,503,0.00032671163
69,69,0.00032358448
145,145,0.00032273383
160,160,0.00032157102
40,40,0.00032081635
400,400,0.00031983448
278,278,0.00031925194
489,489,0.0003178289
199,199,0.00031677147
133,133,0.00031545162
373,373,0.00031506256
331,331,0.0003125472
382,382,0.00031192778
11,11,0.00031145735
494,494,0.00031131672
426,426,0.00031126558
233,233,0.00030971633
290,290,0.000309349
232,232,0.00030930655
262,262,0.00030752877
231,231,0.00030624977
314,314,0.0003054031
502,502,0.00030359824
323,323,0.0003030356
222,222,0.0002989251
428,428,0.0002974012
496,496,0.00029618212
230,230,0.0002957415
121,121,0.00029490213
304,304,0.00029465224
179,179,0.00029258238
248,248,0.00029258014
436,436,0.0002923748
425,425,0.0002921299
236,236,0.0002915477
150,150,0.00029135606
414,414,0.00029009863
286,286,0.00028853436
320,320,0.00028726715
37,37,0.00028702882
131,131,0.0002847645
225,225,0.0002837026
441,441,0.00028333988
326,326,0.0002814045
422,422,0.00028055938
165,165,0.00027847502
471,471,0.00027833483
349,349,0.0002757503
409,409,0.00027481435
103,103,0.00027326684
95,95,0.00027135346
249,249,0.00027121097
90,90,0.0002710454
224,224,0.00027073256
34,34,0.0002699063
65,65,0.00026914835
184,184,0.00026874637
398,398,0.00026665113
301,301,0.00026612534
325,325,0.00026601987
261,261,0.00026447696
246,246,0.00026436363
122,122,0.00026221105
84,84,0.00026163872
78,78,0.00025123646
299,299,0.00024949652
408,408,0.00024725433
161,161,0.00024636975
288,288,0.00024635496
42,42,0.0002452217
106,106,0.00024499706
182,182,0.00024430823
507,507,0.00024347423
271,271,0.00024137288
136,136,0.00023734072
403,403,0.00023719446
453,453,0.0002368316
26,26,0.00023657693
468,468,0.00023344165
127,127,0.00023242869
117,117,0.0002311785
45,45,0.00022815086
1,1,0.0002279681
194,194,0.00022725234
312,312,0.00022653052
410,410,0.00022528754
491,491,0.00022254683
93,93,0.00022081727
63,63,0.00022056459
226,226,0.00021268189
381,381,0.00020935576
329,329,0.00020906379
446,446,0.00020802105
245,245,0.00020745523
15,15,0.0002072561
281,281,0.00020714967
315,315,0.00020467484
152,152,0.00020205516
8,8,0.00019883284
81,81,0.00019411556
273,273,0.00019290911
39,39,0.00019221198
243,243,0.0001919428
416,416,0.00018266037
289,289,0.00016792006
454,454,0.0001655061
176,176,0.00015807906
159,159,0.0001545051
